ID,NAME,SHIRT NAME,CALL NAME,AGE,INJURY TOLERANCE,DRIBBLE STYLE,FK STYLE,PK STYLE,DK STYLE,GOAL CELEBRATION 1,GOAL CELEBRATION 2,GROWTH TYPE,SPECIFIC GROWTH TYPE,CONSISTENCY,STRONG FOOT,FAVOURED SIDE,REGISTERED POSITION,GK,SW,CB,SB,DM,WB,CM,SM,AM,WF,SS,CF,NATIONALITY,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER,FACE TYPE,SKIN COLOR,HEAD HEIGHT,HEAD WIDTH,HEAD POSITION,PRESET FACE NUMBER,BROWS TYPE,BROWS ANGLE,BROWS HEIGHT,EYEBROW SPACING,EYES TYPE,EYES POSITION,EYES ANGLE,EYES LENGTH,EYES WIDTH,EYE COLOR 1,EYE COLOR 2,NOSE TYPE,NOSE HEIGHT,NOSE WIDTH,CHEEK TYPE,CHEEK SHAPE,MOUTH TYPE,MOUTH SIZE,MOUTH POSITION,JAW TYPE,CHIN HEIGHT,CHIN WIDTH,HAIR TYPE,HAIR SHAPE,HAIR FRONT,HAIR VOLUME,HAIR DARKNESS,HAIR COLOR TYPE,HAIR COLOR PATTERN,HAIR COLOR RGB-R,HAIR COLOR RGB-G,HAIR COLOR RGB-B,BANDANA TYPE,BANDANA COLOR,CAP,CAP TYPE,FACIAL HAIR TYPE,FACIAL HAIR COLOR,GLASSES TYPE,GLASSES COLOR,HEIGHT,WEIGHT,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,NECK WARMER,NECKLACE TYPE,NECKLACE COLOR,WRISTBAND,WRISTBAND COLOR,BRACELET TYPE,BRACELET COLOR,GLOVES,FINGER BAND TYPE,SHIRT TYPE,SLEEVE LENGTH,UNDER SHORTS,UNDER SHORTS COLOR,SOCKS TYPE,ANKLE TAPE,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOALKEEPING,TEAMWORK,CONDITION,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,DRIBBLING,TACTICAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW
3964,Agata,A  G  A  T  A,9557,27,A,1,1,1,1,N,N,Late,86,4,R,R,CF,0,0,0,0,0,0,0,0,0,1,0,1,Argentina,0,0,,0,Build,3,-4,-3,0,1,20,2,2,0,16,0,0,-2,-2,1,Black 1,5,-2,-1,2,0,8,-1,-3,2,-3,-2,Curly 1,4,1,1,NA,Pattern,9,63,63,63,2,Black,N,1,87,7,N,1,186,80,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,86,35,79,72,78,82,80,76,74,75,66,67,65,69,83,86,77,72,66,84,73,75,82,72,50,82,5,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,Rodiguez,RODIGUEZ,9569,32,A,1,1,1,1,N,N,Standard,6,4,R,R,GK,1,0,0,0,0,0,0,0,0,0,0,0,Uruguay,0,0,,0,Build,1,-3,0,0,1,26,2,-3,0,31,0,-1,-1,-1,1,Black 2,6,-2,0,1,0,12,1,-1,2,-3,0,Very Short 2,1,6,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,85,8,N,1,186,74,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,37,81,80,63,62,73,83,74,57,57,54,60,59,68,54,71,76,58,59,55,80,57,74,73,73,75,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,Houtmael,HOUTMAEL,9570,36,A,1,1,1,1,N,N,Late,-99,4,R,R,GK,1,0,0,0,0,0,0,0,0,0,0,0,Austria,0,0,,0,Build,1,-4,-3,0,1,27,2,-2,0,19,0,0,3,3,1,Dark Grey 1,3,-1,0,5,0,6,-1,-1,2,-2,0,Curly 1,4,1,1,NA,Pattern,9,63,63,63,2,Black,N,1,N,Same,N,1,182,79,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,38,78,76,59,66,61,87,69,59,67,61,49,68,72,56,69,73,58,55,60,77,59,55,76,83,67,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,De Kaam,D E   K A A M,9559,35,A,1,1,1,1,N,N,Standard/Lasting,110,4,R,R,CB,0,0,1,1,0,0,0,0,0,0,0,0,Netherlands,0,0,,0,Build,3,-4,-1,0,1,17,-2,-2,0,28,-1,0,-3,-3,1,Black 2,4,0,-3,2,0,3,1,-2,1,-3,-3,Very Short 2,2,1,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,182,76,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,61,75,80,71,69,68,72,67,59,65,60,62,65,66,52,79,65,66,72,52,78,66,65,67,50,71,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3968,Kmou,K  M  O  U,9560,32,A,1,1,1,1,N,N,Late,86,4,R,R,SW,0,1,1,0,0,0,0,0,0,0,0,0,Netherlands,0,0,,0,Build,4,-4,-3,0,1,25,0,-1,0,22,-1,-2,0,0,1,Black 2,5,0,1,1,0,9,-1,-2,2,-2,0,Buzz Cut,2,1,NA,1,Pattern,9,63,63,63,NA,Black,N,1,87,7,N,1,185,80,2,0,1,1,1,0,0,0,-2,4,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,53,77,87,73,65,75,63,71,58,65,61,65,67,66,50,81,76,55,47,79,75,65,67,74,50,67,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3969,Azara,A  Z  A  R  A,9561,31,A,1,1,1,1,N,N,Standard,125,4,R,R,SB,0,0,0,1,0,1,0,1,0,0,0,0,Paraguay,0,0,,0,Build,4,-4,-3,0,1,16,2,-1,0,17,-1,-2,0,0,1,Black 2,6,0,1,5,0,6,-1,-2,2,-2,0,Buzz Cut,1,2,NA,3,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,172,64,2,0,1,1,1,0,0,0,-2,4,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,75,63,64,83,75,91,69,81,80,73,75,80,72,71,62,75,75,69,66,69,71,72,82,72,50,66,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,Razetow,R A Z E T O W,9562,27,A,1,1,1,1,N,N,Standard,84,4,R,B,SB,0,0,0,1,0,1,0,0,0,0,0,0,Germany,0,0,AS Nancy-Lorraine,18,Build,3,-4,-1,0,1,17,-2,2,0,28,0,2,-2,-2,1,Black 2,5,2,-1,5,0,5,-3,0,1,0,-2,Curly 2,3,3,1,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,182,70,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,62,58,69,80,70,61,59,61,86,66,57,63,58,66,56,68,57,61,54,57,65,64,63,62,50,62,4,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3971,Boyano,B O Y A N O,9563,28,A,1,1,1,1,N,N,Standard/Lasting,110,4,R,R,DM,0,0,0,0,1,0,1,0,0,0,0,0,Argentina,0,0,,0,Build,1,-4,-1,0,1,3,-2,0,0,29,-1,-1,-1,-1,1,Blue 2,3,-3,0,3,0,12,3,-3,2,-2,0,Very Short 2,2,1,NA,NA,Pattern,11,63,63,63,NA,Black,N,1,N,Same,N,1,180,73,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,66,69,73,82,69,70,66,70,72,65,70,65,68,63,67,70,68,65,64,72,69,70,70,71,50,70,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,Sarto,S  A  R  T  O,9564,26,A,1,4,1,1,N,N,Standard,84,4,R,R,SM,0,0,0,0,0,0,1,1,1,0,0,0,Denmark,0,0,AS Nancy-Lorraine,1,Build,1,-4,-1,0,1,26,2,2,0,31,-2,-2,1,1,1,Black 2,5,0,1,1,0,16,0,1,2,0,-1,Very Short 2,1,6,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,177,69,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,72,56,73,78,70,71,72,77,70,75,72,73,78,75,74,86,65,87,84,73,70,72,75,74,50,76,6,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3973,Dogue,D  O  G  U  E,9565,31,A,4,1,1,1,N,N,Late,86,3,R,B,SM,0,0,0,0,0,0,0,1,1,1,1,0,Scotland,0,0,AS Nancy-Lorraine,5,Build,1,-2,-3,0,1,13,0,2,0,23,-2,-3,-1,-1,1,Black 1,8,0,1,1,0,17,-2,0,2,-1,-2,Very Short 1,1,5,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,33,7,N,1,178,78,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,78,36,77,91,81,82,72,76,81,79,66,69,68,72,73,75,74,69,62,66,80,76,87,71,50,73,5,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,Otam,O  T  A  M,9566,27,A,1,2,1,1,N,N,Late,71,4,R,R,CF,0,0,0,0,0,0,0,0,1,0,1,1,Turkey,0,0,AS Nancy-Lorraine,4,Build,1,-4,-1,0,1,23,2,-2,0,21,-1,0,1,1,1,Dark Grey 2,2,1,-1,5,0,14,1,-1,1,-3,0,Very Short 2,2,1,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,181,72,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,80,42,78,82,74,70,78,71,80,72,80,77,76,79,81,72,77,71,67,69,75,81,74,73,50,85,6,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,R. Acuna,R. ACUNA,9567,31,A,1,1,1,1,N,N,Standard,74,4,L,L,WF,0,0,0,0,0,0,0,0,0,1,0,1,Paraguay,0,0,Valenciennes FC,2,Build,3,-3,-2,0,1,17,-2,0,0,28,-1,0,3,3,1,Black 2,5,1,-1,1,0,8,-3,-1,2,-3,0,Buzz Cut,1,2,NA,1,Pattern,10,63,63,63,NA,Black,N,1,N,Same,N,1,183,84,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,78,42,86,80,73,74,66,72,75,66,66,65,69,68,81,73,72,65,58,78,69,76,75,72,50,65,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,Metelger,METELGER,9568,32,A,1,1,1,1,N,N,Standard,6,4,L,L,CF,0,0,0,0,0,0,0,0,0,0,0,1,Germany,0,0,,0,Build,1,-4,-4,0,1,3,0,-1,0,29,-1,-2,-1,-1,1,Dark Grey 2,5,0,0,1,0,6,2,-1,1,-3,-2,Buzz Cut,1,2,NA,1,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,187,84,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,81,36,88,76,71,70,74,73,81,69,69,62,65,62,78,73,77,66,68,81,71,78,77,71,50,74,6,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,Van Heert,VAN HEERT,9571,26,A,1,1,1,1,N,N,Standard,84,4,R,R,GK,1,0,0,0,0,0,0,0,0,0,0,0,Netherlands,0,0,,0,Build,1,-4,-2,0,1,9,0,1,0,13,-1,0,2,2,1,Black 1,2,-1,0,4,0,16,1,-2,1,-3,-1,Straight 2,2,2,3,NA,Pattern,9,63,63,63,2,Black,N,1,8,7,N,1,184,77,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,42,82,86,57,65,74,82,77,57,56,51,63,67,74,66,73,76,49,48,45,84,49,62,72,77,75,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,Chigrat,C H I G R A T,9573,31,A,1,1,1,1,N,N,Late,86,4,R,R,CB,0,1,1,1,0,0,0,0,0,0,0,0,Romania,0,0,,0,Build,1,-2,0,0,1,21,0,2,0,7,0,-2,0,0,1,Black 1,5,0,-1,3,0,6,1,0,1,-2,-2,Very Short 2,1,1,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,180,76,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,65,82,82,86,73,77,80,75,71,73,65,75,69,75,63,70,72,58,53,78,76,73,63,78,50,76,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3979,Sutto,S  U  T  R  O,9572,36,A,1,1,1,1,N,N,Standard,-69,5,R,R,CB,0,0,1,0,0,0,0,0,0,0,0,0,Cameroon,0,0,Sporting Lisbon,69,Build,4,-3,-4,0,1,15,0,-3,0,18,0,1,0,0,1,Black 2,3,0,-1,3,0,8,-1,-3,1,-3,-3,Buzz Cut,1,1,NA,3,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,179,79,2,0,1,1,1,0,0,0,-2,4,N,1,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,N,53,91,78,80,76,66,86,76,72,68,68,77,73,83,63,80,76,65,52,83,90,76,57,82,50,74,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3980,Cejumi,C E J U M I,9575,32,A,1,1,1,1,N,N,Standard,84,4,R,R,SB,0,0,0,1,0,1,0,1,0,0,0,0,Austria,0,0,,0,Build,1,-4,-2,0,1,26,0,-3,0,31,-1,-1,0,0,1,Black 1,5,-1,0,1,0,19,-2,-1,1,-1,1,Very Short 2,1,6,NA,NA,Pattern,53,63,63,63,NA,White,N,1,N,Same,N,1,178,72,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,55,77,84,78,86,70,75,81,75,65,77,73,77,73,71,72,71,68,61,80,77,78,71,50,77,6,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3981,Pjinatnigh,PJINATNIGH,9574,36,A,1,1,1,1,N,N,Early,-110,4,L,L,SB,0,0,0,1,1,1,0,0,0,0,0,0,Austria,0,0,,0,Build,1,-2,-1,0,1,24,-2,-2,0,24,0,0,0,0,1,Dark Grey 1,5,-1,0,1,0,12,2,-1,1,-3,-2,Straight 2,1,6,2,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,173,63,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,67,77,71,77,72,74,74,69,68,67,81,74,76,69,76,80,71,65,59,67,76,72,62,74,50,82,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,Boanerm,B O A N E R M,9576,31,A,1,1,1,1,N,N,Early/Lasting,88,5,R,R,DM,0,0,0,0,1,0,1,1,0,0,0,0,United States,0,0,,0,Build,1,-1,-1,0,1,26,2,-3,0,31,0,-2,-1,-1,1,Dark Grey 2,5,-1,-1,3,0,12,1,-1,2,-3,-2,Straight 1,3,9,2,NA,Pattern,9,63,63,63,2,Black,N,1,68,Same,N,1,178,70,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,70,68,77,82,79,84,78,83,76,75,72,67,76,73,66,71,71,73,68,65,74,82,63,75,50,73,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,Cinu Santiku,S T CINU,9577,27,A,1,1,1,1,N,N,Standard,76,4,R,R,DM,0,0,1,1,1,0,0,0,0,0,0,0,South Korea,0,0,,0,Build,1,-2,0,0,1,24,0,1,0,24,-1,1,0,0,1,Black 1,5,1,1,4,0,1,2,-1,1,-3,-2,Straight 1,4,6,1,NA,Pattern,9,63,63,63,N,Black,N,1,N,Same,N,1,178,74,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,60,76,79,69,69,61,60,67,62,58,68,72,72,75,61,69,78,51,51,62,71,70,60,72,50,68,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,Marsatto,MARSATTO,9579,27,A,1,1,1,1,N,N,Standard/Lasting,81,4,R,R,AM,0,0,0,0,0,0,1,0,1,0,0,0,Australia,0,0,,0,Build,1,-1,-4,0,1,26,-2,-2,0,31,0,0,0,0,1,Black 2,5,0,0,4,0,6,1,0,1,-1,-3,Very Short 1,3,4,NA,NA,Pattern,11,63,63,63,NA,Black,N,1,33,10,N,1,165,71,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,72,64,75,83,77,74,68,76,81,71,76,72,75,76,79,74,71,75,75,68,70,79,74,72,50,73,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,Iujimano,IUJIMANO,9578,25,A,2,2,1,1,N,N,Early/Lasting,88,6,L,L,AM,0,0,0,0,0,0,0,0,1,1,1,0,Italy,0,0,,0,Build,1,-2,-4,0,1,24,2,-1,0,24,0,1,0,0,1,Black 1,6,-1,0,5,0,14,0,-2,1,-3,0,Buzz Cut,1,3,NA,3,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,163,65,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,79,50,71,76,72,76,74,72,85,77,87,83,85,79,74,71,75,84,83,67,71,85,80,72,50,78,6,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3986,Alnenda,A L N E N D A,9581,26,A,1,1,1,1,N,N,Late,71,5,R,R,CF,0,0,0,0,0,0,0,0,0,0,0,1,Argentina,0,0,,0,Build,1,-1,-4,0,1,22,0,-2,0,28,-1,0,-2,-2,1,Black 1,8,1,-1,4,0,17,-1,-1,1,-3,3,Very Short 1,1,3,NA,NA,Pattern,9,63,63,63,NA,White,N,1,99,8,N,1,172,79,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,84,46,76,73,74,64,70,67,81,70,72,68,64,75,81,78,86,66,49,73,73,77,70,70,50,77,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3987,Jaromton,JAROMTON,9580,23,A,1,1,1,1,N,N,Standard,63,4,L,L,CF,0,0,0,0,0,0,0,0,0,1,1,1,Sweden,0,0,,0,Build,1,-1,-2,0,1,9,2,1,0,13,-1,-2,-3,-3,1,Dark Grey 2,2,0,3,3,0,17,1,-2,2,-2,0,Straight 1,1,11,3,NA,Pattern,10,63,63,63,NA,Black,N,1,87,10,N,1,176,70,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,80,45,77,82,82,85,74,77,75,70,68,69,66,73,83,74,73,65,66,71,70,75,80,72,50,70,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,Footyn,F O O T Y N,9593,44,A,1,1,1,1,N,N,Late/Lasting,10,4,R,R,GK,1,0,0,0,0,0,0,0,0,0,0,0,South Africa,0,0,,0,Build,1,-2,-1,0,1,22,0,0,0,28,0,1,0,0,1,Black 2,6,0,0,3,0,19,1,-1,2,-3,-3,Straight 1,4,6,1,NA,Pattern,9,63,63,63,N,White,N,1,87,7,N,1,185,77,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,36,79,85,60,62,59,79,60,44,55,57,60,63,50,44,74,67,44,69,47,82,62,62,64,72,63,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,Rane,R  A  N  E,9582,35,A,1,1,1,1,N,N,Late,-99,4,R,R,CB,0,0,1,1,1,0,0,0,0,0,0,0,France,0,0,,0,Build,1,-2,-1,0,1,9,-2,-2,0,13,-1,0,0,0,1,Dark Grey 2,8,1,-1,3,0,12,-1,-1,2,-3,3,Straight 2,1,1,2,NA,Pattern,9,63,63,63,N,Black,N,1,67,7,N,1,178,74,0,0,1,1,0,0,0,-1,-2,2,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,62,76,70,88,69,63,62,66,67,63,64,67,61,73,65,69,73,48,51,72,77,70,62,72,50,67,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3990,Jig,J    I    G,9584,27,A,1,1,1,1,N,N,Standard,76,4,R,R,SW,0,1,1,0,1,0,0,0,0,0,0,0,Cameroon,0,0,,0,Build,4,-4,-4,0,1,15,0,-3,0,18,1,-3,0,0,1,Black 2,3,-2,3,4,0,9,0,-2,1,-2,-3,Curly 2,1,1,1,NA,Pattern,9,63,63,63,NA,White,N,1,59,8,N,1,180,75,2,0,1,1,1,0,0,0,-2,4,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,59,81,80,70,68,62,69,66,64,61,57,70,62,67,62,72,70,51,69,60,72,64,62,63,50,70,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,Nirimorf,NIRIMORF,9588,25,A,1,1,1,1,N,N,Standard,79,4,R,R,CB,0,0,1,0,0,0,0,0,0,0,0,0,Russia,0,0,,0,Build,1,-3,-3,0,1,21,0,0,0,7,-1,0,-3,-3,1,Black 1,5,0,2,4,0,17,-3,0,2,-2,0,Buzz Cut,1,2,NA,1,Pattern,10,63,63,63,NA,White,N,1,51,9,N,1,184,80,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,40,79,85,68,71,63,72,65,68,61,64,68,69,65,56,74,75,62,48,84,75,64,58,70,50,73,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,Ita,I    T    A,9583,31,A,1,1,1,1,N,N,Early/Lasting,88,4,R,B,SB,0,0,0,1,0,0,0,0,0,0,0,0,South Africa,0,0,,0,Build,4,-3,-4,0,1,16,2,2,0,17,0,0,-2,-2,1,Black 1,6,-2,-1,5,0,10,-1,-1,2,-1,0,Buzz Cut,1,3,NA,4,Pattern,9,63,63,63,NA,White,N,1,52,7,N,1,174,69,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,66,74,68,82,72,73,71,71,70,70,70,64,78,72,68,73,70,67,58,62,79,76,65,68,50,71,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,Pas Chiton,PAS CHITON,9587,24,A,1,1,1,1,N,N,Late,86,4,L,L,DM,0,0,0,0,1,0,0,0,0,0,0,0,China,0,0,R.C. Recreativo de Huelva,14,Build,2,-2,1,0,1,25,-2,-3,0,6,-1,-1,0,0,1,Black 2,3,-1,0,1,0,12,-2,-1,2,-1,1,Straight 1,1,11,3,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,180,73,-2,0,1,1,2,0,1,1,0,-1,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,60,71,74,70,67,70,66,68,62,64,66,63,66,62,70,71,64,47,62,77,74,75,60,65,50,75,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,Fillco,F I L L C O,9589,26,A,1,1,1,1,N,N,Standard,74,4,R,R,DM,0,0,0,0,1,0,1,0,0,0,0,0,Portugal,0,0,R.C. Recreativo de Huelva,13,Build,1,-4,-1,0,1,27,0,2,0,19,0,0,-2,-2,1,Black 2,3,-2,-1,5,0,19,-1,-1,2,-1,0,Straight 1,4,6,1,NA,Pattern,9,63,63,63,N,White,N,1,N,Same,N,1,183,75,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,68,64,79,71,75,70,68,72,66,69,70,71,75,72,69,82,67,59,60,70,66,61,66,71,50,69,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3995,Lanalkiss,LANALKISS,9586,25,A,1,1,1,1,N,N,Late,86,4,R,R,SM,0,0,0,0,1,0,1,1,0,0,0,0,Australia,0,0,R.C. Recreativo de Huelva,10,Build,1,0,-1,0,1,27,2,0,0,19,-1,1,0,0,1,Light Blue 1,6,-1,0,3,0,14,1,-1,1,-3,1,Straight 1,1,5,1,NA,Pattern,9,63,63,63,N,White,N,1,67,11,N,1,178,70,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,62,85,84,76,69,71,77,71,73,70,73,75,67,58,67,60,60,63,62,70,74,66,60,50,72,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,Legus,L  E  G  U  S,9585,25,A,1,1,1,1,N,N,Standard/Lasting,81,4,R,R,AM,0,0,0,0,0,0,0,0,1,1,1,0,France,0,0,R.C. Recreativo de Huelva,5,Build,1,-4,-2,0,1,21,2,1,0,7,0,-3,0,0,1,Black 2,2,0,-1,3,0,12,1,-1,1,-2,0,Very Short 2,1,6,NA,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,175,69,0,0,0,0,0,0,0,0,0,0,N,1,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,77,47,76,82,82,78,73,79,80,81,75,78,81,76,69,73,76,76,73,68,76,78,58,73,50,70,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
